device,subject,energy_joules,duration_ms,error_flag
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,139.66739651542,180567.0,False
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,142.27939612811136,180270.0,False
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,150.48844647856265,180285.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,66.53305536069061,181447.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,64.5369989599853,180732.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,62.87891794222279,180269.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,78.73522665445682,180194.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,76.81020938668208,180364.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,77.43583794605858,180180.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,81.61779680113015,180990.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,68.78891502125605,180270.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,67.33031908231554,180279.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,69.44252861144601,180132.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,63.505387667667236,180459.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,131.83499840911284,180439.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,204.89362369642984,180434.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,81.80629183220913,180407.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,79.62271926031269,180257.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,68.21300006751505,180307.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,82.48322897158643,180518.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,63.32373651218457,180381.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,80.72051230750435,180532.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,75.35130545679036,180380.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,63.50879001633629,180253.0,False
nexus5x,apps-bachelorproject-replication-apps-local_storage_low_frequency-e-www-writelocaltest-apk,69.16086840568104,180372.0,False
nexus5x,apps-bachelorproject-replication-apps-local_storage_low_frequency-e-www-writelocaltest-apk,63.084612914849544,180583.0,False
