device,subject,energy_joules,duration_ms,error_flag
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,138.42738611525468,180348.0,False
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,133.77194440631098,180242.0,False
nexus5x,apps-bachelorproject-replication-apps-display-e-www-displaytest-apk,133.90939085961935,180259.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,61.62302228944606,180499.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,62.69374406504735,180630.0,False
nexus5x,apps-bachelorproject-replication-apps-baseline-e-www-baseline-apk,61.214019452817176,181429.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,61.592722422569615,180352.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,67.95353272776967,180809.0,False
nexus5x,apps-bachelorproject-replication-apps-accelerometer-e-www-accelerometertest-apk,61.62499772905071,180458.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,58.96415677712122,180372.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,61.99854834682065,180303.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_medium_frequency-e-www-cpufactorialtest-apk,62.21154271428169,180314.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,61.47043384880028,180264.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,61.146149232280365,180362.0,False
nexus5x,apps-bachelorproject-replication-apps-cpu_high_frequency-e-www-cpufactorialtest-apk,60.9508069988631,180203.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,81.29387921579774,180464.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,79.34605421241784,180421.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_medium_frequency-e-www-cameratest-apk,77.61367132276257,180267.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,58.902602787375955,180304.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,60.221944942165436,180327.0,False
nexus5x,apps-bachelorproject-replication-apps-room_database_low_frequency-e-www-writeroomtest-apk,62.1483476252078,180305.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,58.87407801315096,180344.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,60.4436332326424,180306.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_low_frequency-e-www-gpstest-apk,61.54809002510959,180282.0,False
nexus5x,apps-bachelorproject-replication-apps-local_storage_low_frequency-e-www-writelocaltest-apk,58.653082468401,180326.0,False
nexus5x,apps-bachelorproject-replication-apps-local_storage_low_frequency-e-www-writelocaltest-apk,59.05817317584377,180404.0,False
nexus5x,apps-bachelorproject-replication-apps-local_storage_low_frequency-e-www-writelocaltest-apk,58.55785744490526,180293.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_medium_frequency-e-www-gpstest-apk,59.939868777534556,180470.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_medium_frequency-e-www-gpstest-apk,66.25942902840421,181793.0,False
nexus5x,apps-bachelorproject-replication-apps-gps_medium_frequency-e-www-gpstest-apk,78.01288501951792,180307.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_low_frequency-e-www-cameratest-apk,77.92295412710376,180548.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_low_frequency-e-www-cameratest-apk,78.38602951839148,180384.0,False
nexus5x,apps-bachelorproject-replication-apps-camera_low_frequency-e-www-cameratest-apk,79.96373268900199,180346.0,False
nexus5x,apps-bachelorproject-replication-apps-gyroscope-e-www-gyroscopetest-apk,64.71842088008677,180389.0,False
